Disease,Temperature (°C),Humidity (%),Rainfall (mm),Cloud Cover (%),Wind Speed (km/h),Leaf Wetness (hrs),Risk Label
Powdery Scab,14.6,95.1,8.9,88.4,2.0,7.6,Moderate Risk
Powdery Scab,12.7,89.0,8.6,92.9,2.2,6.8,Moderate Risk
Powdery Scab,11.3,89.2,6.6,94.3,2.9,8.1,Moderate Risk
Powdery Scab,13.5,99.0,4.6,76.6,1.7,9.6,Moderate Risk
Powdery Scab,13.3,95.9,8.9,63.6,3.8,9.2,Moderate Risk
Powdery Scab,14.9,93.7,8.1,77.5,9.1,6.3,Moderate Risk
Powdery Scab,11.3,94.7,9.9,69.2,6.2,8.8,Moderate Risk
Powdery Scab,13.4,85.4,4.1,71.6,4.1,8.3,Moderate Risk
Powdery Scab,10.3,94.3,4.6,90.9,9.3,9.6,Moderate Risk
Powdery Scab,10.6,92.6,4.5,63.0,0.5,6.5,Moderate Risk
Powdery Scab,10.0,93.2,8.5,93.1,2.1,8.1,Moderate Risk
Powdery Scab,15.0,90.4,4.3,77.1,5.7,9.5,Moderate Risk
Powdery Scab,14.0,86.2,3.5,83.8,6.2,7.6,Moderate Risk
Powdery Scab,13.9,87.9,10.0,63.6,0.4,7.9,Moderate Risk
Powdery Scab,12.5,99.3,3.2,73.5,4.0,6.3,Moderate Risk
Powdery Scab,11.5,91.1,8.8,63.6,6.5,7.1,Moderate Risk
Powdery Scab,10.8,92.0,5.6,98.5,7.0,7.3,Moderate Risk
Powdery Scab,11.4,85.8,8.9,92.3,6.4,9.8,Moderate Risk
Powdery Scab,11.9,85.6,6.9,78.4,3.2,7.1,Moderate Risk
Powdery Scab,13.8,95.8,9.3,68.9,0.9,7.8,Moderate Risk
Powdery Scab,12.7,93.1,9.5,97.3,4.3,8.7,Moderate Risk
Powdery Scab,10.4,92.6,3.1,73.8,1.3,6.6,Moderate Risk
Powdery Scab,10.1,88.6,3.5,66.4,9.5,7.9,Moderate Risk
Powdery Scab,10.5,96.2,4.8,82.5,4.8,9.0,Moderate Risk
Powdery Scab,12.1,87.5,7.7,97.8,3.2,9.5,Moderate Risk
Powdery Scab,14.7,87.8,9.2,60.2,7.7,8.5,Moderate Risk
Powdery Scab,13.2,91.9,6.2,69.5,5.0,8.7,Moderate Risk
Powdery Scab,14.0,89.3,7.2,97.5,3.1,6.5,Moderate Risk
Powdery Scab,12.3,88.7,4.3,66.8,8.1,9.8,Moderate Risk
Powdery Scab,11.8,94.7,8.6,64.5,8.7,6.5,Moderate Risk
Powdery Scab,10.5,94.8,9.8,82.8,6.7,9.1,Moderate Risk
Powdery Scab,14.4,97.4,4.9,94.5,0.5,7.1,Moderate Risk
Powdery Scab,13.9,91.3,6.5,79.1,5.7,9.7,Moderate Risk
Powdery Scab,10.8,86.1,3.6,99.8,7.6,8.9,Moderate Risk
Powdery Scab,12.6,89.1,6.9,87.2,1.4,9.0,Moderate Risk
Powdery Scab,12.4,99.7,6.5,63.0,2.3,6.9,Moderate Risk
Powdery Scab,13.1,93.9,4.0,99.7,8.8,7.8,Moderate Risk
Powdery Scab,14.7,95.6,6.1,76.3,0.2,8.5,Moderate Risk
Powdery Scab,12.9,85.1,5.3,71.5,7.5,9.1,Moderate Risk
Powdery Scab,12.7,92.8,6.7,82.3,4.7,6.4,Moderate Risk
Powdery Scab,10.3,85.6,7.1,72.2,4.5,9.8,Moderate Risk
Powdery Scab,10.3,93.5,3.1,63.5,0.1,9.6,Moderate Risk
Powdery Scab,10.9,98.8,8.3,60.1,8.2,7.1,Moderate Risk
Powdery Scab,10.2,99.5,8.0,78.0,3.6,9.3,Moderate Risk
Powdery Scab,13.7,93.1,5.6,93.5,5.4,8.1,Moderate Risk
Powdery Scab,13.6,91.9,3.4,82.9,6.8,7.8,Moderate Risk
Powdery Scab,10.7,99.2,8.3,100.0,7.0,7.3,Moderate Risk
Powdery Scab,14.2,95.1,9.7,71.5,9.6,8.3,Moderate Risk
Powdery Scab,10.8,86.0,4.7,71.2,5.3,8.9,Moderate Risk
Powdery Scab,11.5,92.0,5.3,66.4,4.0,7.6,Moderate Risk
Powdery Scab,11.2,88.6,4.3,66.6,9.5,8.5,Moderate Risk
Powdery Scab,11.9,92.0,7.0,71.4,6.4,8.8,Moderate Risk
Powdery Scab,11.3,91.8,4.1,91.7,3.0,8.8,Moderate Risk
Powdery Scab,12.4,93.7,5.5,96.2,1.3,6.2,Moderate Risk
Powdery Scab,12.0,90.4,7.9,99.0,8.4,9.4,Moderate Risk
Powdery Scab,14.9,87.5,6.9,69.3,3.6,7.8,Moderate Risk
Powdery Scab,10.3,92.6,5.7,95.3,6.6,7.0,Moderate Risk
Powdery Scab,10.7,97.5,5.9,73.1,4.7,7.0,Moderate Risk
Powdery Scab,10.3,95.0,6.9,64.5,2.0,7.9,Moderate Risk
Powdery Scab,13.1,90.1,3.0,94.8,6.0,9.5,Moderate Risk
Powdery Scab,10.3,99.0,3.5,85.4,0.6,7.5,Moderate Risk
Powdery Scab,14.2,98.7,9.2,66.6,4.1,9.0,Moderate Risk
Powdery Scab,12.6,88.1,3.5,77.2,5.5,6.4,Moderate Risk
Powdery Scab,12.6,85.6,7.9,71.5,4.4,7.9,Moderate Risk
Powdery Scab,12.8,96.1,9.4,89.5,7.5,10.0,Moderate Risk
Powdery Scab,10.9,97.4,4.9,78.1,8.3,9.1,Moderate Risk
Powdery Scab,11.0,99.5,5.6,99.6,7.7,6.8,Moderate Risk
Powdery Scab,11.6,98.3,7.0,62.2,0.4,8.0,Moderate Risk
Powdery Scab,13.0,94.0,9.2,74.2,1.9,6.9,Moderate Risk
Powdery Scab,11.1,93.0,9.6,79.3,5.4,7.6,Moderate Risk
Powdery Scab,10.6,85.4,8.2,80.1,9.3,9.1,Moderate Risk
Powdery Scab,14.9,88.7,3.6,72.6,8.3,9.1,Moderate Risk
Powdery Scab,10.1,91.9,7.7,89.2,8.4,6.9,Moderate Risk
Powdery Scab,14.0,94.4,5.9,95.0,3.0,9.7,Moderate Risk
Powdery Scab,13.9,93.4,6.3,97.5,4.3,8.4,Moderate Risk
Powdery Scab,11.5,96.1,3.3,92.2,4.7,7.5,Moderate Risk
Powdery Scab,10.7,89.2,4.3,94.0,1.6,8.0,Moderate Risk
Powdery Scab,10.7,93.5,8.5,82.0,0.3,8.4,Moderate Risk
Powdery Scab,13.5,86.3,6.2,93.0,9.5,8.2,Moderate Risk
Powdery Scab,13.2,91.2,5.1,72.1,2.4,7.9,Moderate Risk
Powdery Scab,13.9,96.3,5.7,75.9,2.4,8.0,Moderate Risk
Powdery Scab,14.7,95.4,9.0,72.7,0.8,6.7,Moderate Risk
Powdery Scab,13.5,99.9,8.2,78.7,9.3,9.3,Moderate Risk
Powdery Scab,10.8,89.2,4.9,71.4,5.8,8.2,Moderate Risk
Powdery Scab,11.2,92.5,3.8,98.5,6.7,6.5,Moderate Risk
Powdery Scab,14.2,89.9,4.8,72.5,9.1,9.1,Moderate Risk
Powdery Scab,11.0,91.6,9.4,63.9,3.5,9.7,Moderate Risk
Powdery Scab,10.4,97.9,7.1,81.1,6.2,9.8,Moderate Risk
Fusarium Dry Rot,17.6,81.0,4.7,51.5,7.2,4.8,Moderate Risk
Fusarium Dry Rot,15.9,90.4,2.7,54.9,6.9,5.6,Moderate Risk
Fusarium Dry Rot,18.6,88.6,4.3,89.5,1.0,7.7,Moderate Risk
Fusarium Dry Rot,15.8,86.1,5.6,62.6,9.2,5.5,Moderate Risk
Fusarium Dry Rot,21.5,85.5,3.3,54.6,5.7,6.7,Moderate Risk
Fusarium Dry Rot,16.3,83.3,4.7,54.3,3.6,5.0,Moderate Risk
Fusarium Dry Rot,16.8,90.0,2.8,78.8,7.6,4.5,Moderate Risk
Fusarium Dry Rot,17.8,94.6,4.5,84.2,2.6,4.2,Moderate Risk
Fusarium Dry Rot,17.7,82.6,3.3,60.3,6.9,5.2,Moderate Risk
Fusarium Dry Rot,20.6,89.0,2.8,50.8,0.4,4.6,Moderate Risk
Fusarium Dry Rot,18.2,86.4,3.3,58.9,8.4,4.7,Moderate Risk
Fusarium Dry Rot,16.2,86.7,2.7,52.3,4.5,7.0,Moderate Risk
Fusarium Dry Rot,16.9,83.8,5.6,54.1,6.4,4.1,Moderate Risk
Fusarium Dry Rot,18.6,92.4,3.6,67.3,2.2,6.2,Moderate Risk
Fusarium Dry Rot,16.0,87.3,3.0,59.2,6.8,5.5,Moderate Risk
Fusarium Dry Rot,19.3,88.2,3.8,70.6,7.7,6.0,Moderate Risk
Fusarium Dry Rot,19.0,84.6,3.3,60.1,4.7,6.3,Moderate Risk
Fusarium Dry Rot,20.0,82.7,5.0,87.6,6.2,5.3,Moderate Risk
Fusarium Dry Rot,21.6,81.3,5.9,86.2,4.6,5.2,Moderate Risk
Fusarium Dry Rot,21.4,90.7,3.8,72.7,8.9,6.9,Moderate Risk
Fusarium Dry Rot,21.6,82.9,5.4,64.2,5.0,7.5,Moderate Risk
Fusarium Dry Rot,16.7,90.4,4.3,65.2,8.4,4.8,Moderate Risk
Fusarium Dry Rot,15.9,85.9,2.6,66.5,8.0,4.4,Moderate Risk
Fusarium Dry Rot,17.1,86.2,4.8,79.1,4.1,7.6,Moderate Risk
Fusarium Dry Rot,21.3,87.0,4.1,68.1,2.3,5.4,Moderate Risk
Fusarium Dry Rot,21.8,85.5,4.6,84.3,4.1,6.2,Moderate Risk
Fusarium Dry Rot,21.0,81.5,5.6,87.8,8.3,5.4,Moderate Risk
Fusarium Dry Rot,15.8,84.6,3.8,63.4,2.3,4.5,Moderate Risk
Fusarium Dry Rot,21.6,90.0,5.6,72.4,5.2,6.4,Moderate Risk
Fusarium Dry Rot,18.0,90.0,5.0,53.8,8.1,6.1,Moderate Risk
Fusarium Dry Rot,15.1,84.3,4.0,58.0,3.5,4.8,Moderate Risk
Fusarium Dry Rot,18.1,86.9,4.4,66.5,6.4,5.8,Moderate Risk
Fusarium Dry Rot,15.3,82.9,3.3,58.2,2.5,7.2,Moderate Risk
Fusarium Dry Rot,18.8,83.2,5.9,85.1,1.1,6.4,Moderate Risk
Fusarium Dry Rot,17.4,80.3,4.7,56.3,7.9,4.4,Moderate Risk
Fusarium Dry Rot,18.3,93.5,2.2,68.2,1.0,6.2,Moderate Risk
Fusarium Dry Rot,19.3,83.2,3.3,74.2,2.7,6.8,Moderate Risk
Fusarium Dry Rot,21.1,83.4,4.5,77.7,8.6,7.2,Moderate Risk
Fusarium Dry Rot,19.6,84.2,2.2,65.3,3.5,6.5,Moderate Risk
Fusarium Dry Rot,18.0,81.9,2.1,84.8,9.7,4.6,Moderate Risk
Fusarium Dry Rot,20.7,89.6,3.8,72.7,9.8,6.8,Moderate Risk
Fusarium Dry Rot,21.3,81.1,3.3,67.6,2.7,6.7,Moderate Risk
Fusarium Dry Rot,15.8,82.0,3.8,52.7,0.4,4.1,Moderate Risk
Fusarium Dry Rot,18.7,89.7,3.1,68.6,7.1,5.6,Moderate Risk
Fusarium Dry Rot,17.0,85.1,2.7,82.8,4.5,5.3,Moderate Risk
Fusarium Dry Rot,15.3,90.6,4.8,74.6,1.0,6.7,Moderate Risk
Fusarium Dry Rot,19.7,88.4,4.1,83.3,7.1,4.9,Moderate Risk
Fusarium Dry Rot,21.0,83.8,2.8,69.8,0.3,6.4,Moderate Risk
Fusarium Dry Rot,16.1,89.8,3.3,54.7,8.7,7.7,Moderate Risk
Fusarium Dry Rot,20.7,81.7,4.4,50.5,1.4,7.2,Moderate Risk
Fusarium Dry Rot,21.0,88.0,2.3,62.1,1.3,7.7,Moderate Risk
Fusarium Dry Rot,21.4,86.6,2.6,77.9,1.8,7.9,Moderate Risk
Fusarium Dry Rot,16.9,84.0,2.3,81.6,9.6,4.0,Moderate Risk
Fusarium Dry Rot,21.3,89.1,5.2,61.8,6.9,6.5,Moderate Risk
Fusarium Dry Rot,17.2,93.1,5.0,69.8,8.0,5.7,Moderate Risk
Fusarium Dry Rot,18.9,95.0,5.0,66.8,4.0,7.4,Moderate Risk
Fusarium Dry Rot,15.4,89.1,4.9,66.4,3.4,5.0,Moderate Risk
Fusarium Dry Rot,15.3,86.1,4.7,59.3,2.3,7.9,Moderate Risk
Fusarium Dry Rot,20.0,83.4,3.9,55.5,4.8,6.5,Moderate Risk
Fusarium Dry Rot,18.1,83.9,4.6,57.9,5.5,7.2,Moderate Risk
Fusarium Dry Rot,16.8,87.2,2.2,52.2,6.3,4.3,Moderate Risk
Fusarium Dry Rot,16.3,85.5,4.5,57.9,2.6,4.7,Moderate Risk
Fusarium Dry Rot,19.7,93.7,5.1,50.4,9.5,7.0,Moderate Risk
Fusarium Dry Rot,15.0,85.5,4.0,75.1,1.7,4.1,Moderate Risk
Fusarium Dry Rot,20.6,85.6,3.4,62.7,9.7,7.3,Moderate Risk
Fusarium Dry Rot,15.6,85.8,3.1,88.9,0.1,4.1,Moderate Risk
Fusarium Dry Rot,16.3,92.5,4.6,57.7,4.8,6.6,Moderate Risk
Fusarium Dry Rot,17.7,89.8,4.8,63.8,3.3,5.5,Moderate Risk
Fusarium Dry Rot,18.4,89.2,5.5,64.3,4.5,6.4,Moderate Risk
Fusarium Dry Rot,17.5,85.0,3.4,50.3,5.7,6.8,Moderate Risk
Fusarium Dry Rot,17.2,92.3,5.1,83.6,4.4,5.4,Moderate Risk
Fusarium Dry Rot,21.7,80.6,4.2,51.3,4.1,4.4,Moderate Risk
Fusarium Dry Rot,19.5,93.1,5.5,87.6,7.3,4.3,Moderate Risk
Fusarium Dry Rot,15.2,87.7,4.1,85.7,6.9,6.4,Moderate Risk
Fusarium Dry Rot,18.0,86.0,4.1,71.4,8.3,6.1,Moderate Risk
Fusarium Dry Rot,21.1,87.5,4.3,71.7,2.5,7.0,Moderate Risk
Fusarium Dry Rot,17.1,90.0,5.0,76.2,6.1,6.0,Moderate Risk
Fusarium Dry Rot,15.7,80.2,5.9,65.5,5.9,5.7,Moderate Risk
Fusarium Dry Rot,20.3,93.1,2.3,75.9,3.7,5.6,Moderate Risk
Fusarium Dry Rot,19.2,86.7,2.2,51.8,4.9,4.1,Moderate Risk
Fusarium Dry Rot,19.0,85.1,5.8,52.2,3.1,5.3,Moderate Risk
Fusarium Dry Rot,15.4,82.1,4.1,68.3,1.4,7.9,Moderate Risk
Fusarium Dry Rot,16.0,86.6,4.5,72.0,2.1,7.5,Moderate Risk
Fusarium Dry Rot,19.4,87.4,3.9,85.5,1.1,5.3,Moderate Risk
Fusarium Dry Rot,16.5,86.1,2.4,54.2,6.8,6.4,Moderate Risk
Fusarium Dry Rot,18.5,90.2,5.1,82.9,6.6,7.4,Moderate Risk
Fusarium Dry Rot,18.8,86.3,5.0,58.4,9.5,5.8,Moderate Risk
Fusarium Dry Rot,17.0,94.4,3.2,65.8,7.3,4.1,Moderate Risk
Fusarium Dry Rot,21.6,89.0,3.2,62.7,0.5,4.3,Moderate Risk
Fusarium Dry Rot,20.9,92.1,5.4,66.0,8.8,6.0,Moderate Risk
Fusarium Dry Rot,20.1,81.6,2.3,56.0,8.6,7.9,Moderate Risk
Fusarium Dry Rot,15.5,86.0,5.5,70.1,4.4,6.8,Moderate Risk
Fusarium Dry Rot,15.7,85.1,3.0,82.1,5.9,4.3,Moderate Risk
Fusarium Dry Rot,18.4,88.5,4.4,67.7,9.8,4.8,Moderate Risk
Fusarium Dry Rot,16.1,92.9,5.7,69.6,5.3,7.1,Moderate Risk
Fusarium Dry Rot,21.8,81.2,4.7,84.0,9.1,7.4,Moderate Risk
Fusarium Dry Rot,16.1,81.1,3.7,78.2,0.8,6.5,Moderate Risk
Fusarium Dry Rot,18.4,92.8,4.8,69.6,1.9,6.6,Moderate Risk
Fusarium Dry Rot,17.5,83.2,3.4,60.3,4.4,4.1,Moderate Risk
Fusarium Dry Rot,19.5,90.0,3.1,85.4,5.8,7.3,Moderate Risk
Fusarium Dry Rot,15.9,88.1,6.0,73.1,8.2,7.2,Moderate Risk
Fusarium Dry Rot,18.0,92.5,5.0,58.8,9.9,5.0,Moderate Risk
Fusarium Dry Rot,16.9,81.9,4.6,60.8,3.9,6.8,Moderate Risk
Fusarium Dry Rot,21.2,81.9,3.4,82.1,0.5,4.9,Moderate Risk
Fusarium Dry Rot,15.3,88.4,2.2,51.8,8.0,4.2,Moderate Risk
Fusarium Dry Rot,21.4,94.2,2.1,89.7,6.0,4.8,Moderate Risk
Fusarium Dry Rot,20.8,86.2,4.2,55.2,2.0,4.7,Moderate Risk
Fusarium Dry Rot,17.1,84.9,5.0,81.8,4.9,5.4,Moderate Risk
Fusarium Dry Rot,20.5,89.1,4.1,65.8,7.4,5.7,Moderate Risk
Fusarium Dry Rot,15.2,94.0,5.4,69.7,7.7,6.0,Moderate Risk
Fusarium Dry Rot,21.8,92.6,2.1,85.2,5.0,5.9,Moderate Risk
Fusarium Dry Rot,18.7,94.9,3.5,66.5,3.1,5.1,Moderate Risk
Fusarium Dry Rot,17.1,80.3,2.9,71.5,9.7,4.1,Moderate Risk
Fusarium Dry Rot,17.5,81.7,3.8,52.0,6.6,6.4,Moderate Risk
Fusarium Dry Rot,15.5,89.1,2.3,50.1,4.1,5.6,Moderate Risk
Fusarium Dry Rot,21.9,92.3,5.8,59.8,2.8,5.2,Moderate Risk
Fusarium Dry Rot,15.3,84.3,2.9,77.2,7.3,7.5,Moderate Risk
Fusarium Dry Rot,19.6,83.6,5.7,54.9,2.4,7.0,Moderate Risk
Fusarium Dry Rot,18.1,91.8,3.7,54.6,1.7,7.4,Moderate Risk
Fusarium Dry Rot,21.6,80.8,5.9,66.4,5.3,6.0,Moderate Risk
Fusarium Dry Rot,16.7,85.5,4.2,75.9,2.9,4.5,Moderate Risk
Fusarium Dry Rot,18.7,87.6,5.7,78.5,6.3,6.8,Moderate Risk
Fusarium Dry Rot,18.4,88.4,2.0,57.1,1.2,4.8,Moderate Risk
Fusarium Dry Rot,19.9,90.9,5.0,53.2,6.5,5.8,Moderate Risk
Fusarium Dry Rot,15.5,85.3,5.6,87.6,2.8,4.3,Moderate Risk
Fusarium Dry Rot,16.4,89.2,2.6,60.4,0.0,7.3,Moderate Risk
Fusarium Dry Rot,16.5,88.8,2.4,84.1,1.3,4.5,Moderate Risk
Fusarium Dry Rot,20.2,88.2,3.7,84.5,9.3,7.6,Moderate Risk
Fusarium Dry Rot,16.3,89.6,5.7,80.9,8.7,7.5,Moderate Risk
Fusarium Dry Rot,19.0,83.9,4.2,56.8,2.3,5.9,Moderate Risk
Fusarium Dry Rot,16.5,81.3,4.1,82.9,7.8,7.0,Moderate Risk
Fusarium Dry Rot,21.0,81.8,2.6,80.8,6.1,6.5,Moderate Risk
Fusarium Dry Rot,21.6,83.4,2.0,73.9,9.7,7.2,Moderate Risk
Fusarium Dry Rot,18.6,87.5,5.2,63.5,3.7,5.7,Moderate Risk
Fusarium Dry Rot,17.5,92.6,2.4,60.5,6.8,7.1,Moderate Risk
Fusarium Dry Rot,16.6,90.5,4.5,54.9,0.6,5.8,Moderate Risk
Fusarium Dry Rot,15.3,91.8,5.7,70.4,4.0,7.8,Moderate Risk
Fusarium Dry Rot,16.9,85.3,2.8,73.4,9.6,5.9,Moderate Risk
Fusarium Dry Rot,19.6,86.1,4.7,64.4,5.4,5.9,Moderate Risk
Fusarium Dry Rot,18.7,85.9,2.3,69.0,2.9,7.1,Moderate Risk
Fusarium Dry Rot,21.6,82.9,4.4,64.5,1.2,7.3,Moderate Risk
Fusarium Dry Rot,17.8,80.9,2.7,75.6,7.0,6.2,Moderate Risk
Fusarium Dry Rot,19.9,88.9,4.9,86.1,6.4,4.7,Moderate Risk
Fusarium Dry Rot,18.4,94.8,3.2,56.6,3.7,5.9,Moderate Risk
Fusarium Dry Rot,18.6,82.5,3.9,65.3,9.5,7.9,Moderate Risk
Fusarium Dry Rot,16.9,80.7,4.4,55.6,0.2,7.0,Moderate Risk
Fusarium Dry Rot,18.2,91.7,2.7,75.0,3.0,7.2,Moderate Risk
Fusarium Dry Rot,18.3,83.8,5.0,79.2,9.2,4.1,Moderate Risk
Fusarium Dry Rot,19.9,92.4,3.2,87.3,3.2,5.9,Moderate Risk
Fusarium Dry Rot,21.6,90.6,4.6,61.2,2.5,6.6,Moderate Risk
Fusarium Dry Rot,17.3,94.2,2.6,88.0,5.3,7.3,Moderate Risk
Fusarium Dry Rot,15.3,86.1,4.8,52.5,8.2,4.2,Moderate Risk
Fusarium Dry Rot,18.5,89.9,2.5,74.1,1.0,7.4,Moderate Risk
Fusarium Dry Rot,18.8,87.0,3.7,52.3,9.4,6.2,Moderate Risk
Fusarium Dry Rot,16.2,89.5,3.0,85.8,8.0,4.8,Moderate Risk
Fusarium Dry Rot,20.3,86.7,5.0,71.2,1.8,5.3,Moderate Risk
Fusarium Dry Rot,21.9,82.8,3.0,76.8,7.1,5.1,Moderate Risk
Fusarium Dry Rot,21.6,87.6,5.5,83.3,3.8,6.1,Moderate Risk
Fusarium Dry Rot,16.4,87.9,5.6,56.0,4.0,4.2,Moderate Risk
Fusarium Dry Rot,21.1,92.2,2.8,51.5,7.8,4.6,Moderate Risk
Fusarium Dry Rot,19.9,91.0,4.5,85.2,9.6,7.3,Moderate Risk
Fusarium Dry Rot,18.2,90.0,2.4,62.6,1.3,4.5,Moderate Risk
Fusarium Dry Rot,18.8,81.7,3.6,55.2,4.2,4.9,Moderate Risk
Fusarium Dry Rot,20.9,90.8,4.9,68.7,4.8,5.8,Moderate Risk
Fusarium Dry Rot,18.4,87.5,4.6,73.9,3.8,6.1,Moderate Risk
Fusarium Dry Rot,17.6,93.4,4.5,51.2,3.6,7.1,Moderate Risk
Fusarium Dry Rot,18.5,93.8,3.1,61.0,0.5,5.8,Moderate Risk
Fusarium Dry Rot,19.1,80.8,3.5,51.3,6.9,7.2,Moderate Risk
Fusarium Dry Rot,16.3,92.3,2.4,66.8,4.4,6.5,Moderate Risk
Fusarium Dry Rot,21.3,80.6,4.9,85.8,1.9,4.5,Moderate Risk
Fusarium Dry Rot,19.7,85.5,4.0,89.3,8.2,4.6,Moderate Risk
Fusarium Dry Rot,19.4,88.1,4.8,75.5,8.0,5.7,Moderate Risk
Fusarium Dry Rot,15.7,82.2,3.0,56.5,4.9,5.6,Moderate Risk
Fusarium Dry Rot,19.2,91.2,3.3,86.2,3.0,7.0,Moderate Risk
Fusarium Dry Rot,15.8,80.1,3.3,70.6,6.4,6.3,Moderate Risk
Fusarium Dry Rot,15.6,82.5,2.1,56.1,2.9,5.6,Moderate Risk
Fusarium Dry Rot,18.7,88.7,3.4,86.9,2.4,4.7,Moderate Risk
Fusarium Dry Rot,17.8,90.7,5.2,80.3,7.3,4.9,Moderate Risk
Fusarium Dry Rot,19.1,93.7,5.6,79.3,0.4,6.3,Moderate Risk
Fusarium Dry Rot,15.6,90.6,4.1,78.4,0.9,5.7,Moderate Risk
Fusarium Dry Rot,18.0,90.1,3.8,58.0,0.1,6.1,Moderate Risk
Fusarium Dry Rot,16.2,85.9,2.1,58.4,1.5,4.7,Moderate Risk
Fusarium Dry Rot,21.9,80.0,5.5,77.5,0.7,6.7,Moderate Risk
Fusarium Dry Rot,18.9,81.8,2.1,58.8,10.0,7.4,Moderate Risk
Fusarium Dry Rot,19.8,88.0,5.8,67.5,2.9,5.0,Moderate Risk
Fusarium Dry Rot,17.3,90.1,4.0,81.3,1.5,6.0,Moderate Risk
Fusarium Dry Rot,15.7,86.3,3.4,81.4,2.4,7.9,Moderate Risk
Fusarium Dry Rot,21.8,91.0,5.7,68.1,9.4,5.3,Moderate Risk
Fusarium Dry Rot,17.0,87.8,2.1,81.7,5.2,6.4,Moderate Risk
Fusarium Dry Rot,18.0,81.1,4.3,83.5,3.6,4.4,Moderate Risk
Fusarium Dry Rot,19.5,82.9,4.2,76.2,8.7,6.4,Moderate Risk
Fusarium Dry Rot,15.2,92.6,2.9,59.1,3.9,4.4,Moderate Risk
Fusarium Dry Rot,20.7,90.9,3.7,61.0,3.4,7.8,Moderate Risk
Fusarium Dry Rot,18.8,93.4,4.6,62.6,2.1,6.9,Moderate Risk
Fusarium Dry Rot,16.9,81.8,4.9,54.7,3.8,7.2,Moderate Risk
Fusarium Dry Rot,15.4,94.9,2.0,60.9,3.2,6.8,Moderate Risk
Fusarium Dry Rot,16.1,83.1,5.7,58.4,6.8,6.4,Moderate Risk
Fusarium Dry Rot,21.3,80.2,2.7,68.2,2.9,5.8,Moderate Risk
Fusarium Dry Rot,19.8,95.0,2.9,86.3,5.8,7.4,Moderate Risk
Fusarium Dry Rot,16.7,84.2,3.1,54.2,0.7,7.8,Moderate Risk
Potato Leaf Roll Virus,28.0,58.4,1.5,85.7,14.5,2.1,High Risk
Potato Leaf Roll Virus,31.5,64.3,0.5,66.3,9.4,0.9,High Risk
Potato Leaf Roll Virus,28.7,67.2,1.0,76.2,11.0,1.7,High Risk
Potato Leaf Roll Virus,28.3,53.1,2.0,61.8,9.8,0.9,High Risk
Potato Leaf Roll Virus,27.6,59.0,1.4,71.5,14.3,0.5,High Risk
Potato Leaf Roll Virus,25.7,58.2,1.7,57.0,5.8,1.2,High Risk
Potato Leaf Roll Virus,24.0,63.7,0.8,55.1,10.0,0.7,High Risk
Potato Leaf Roll Virus,25.9,55.0,1.5,68.9,11.9,1.6,High Risk
Potato Leaf Roll Virus,28.1,62.8,0.1,64.9,12.9,0.6,High Risk
Potato Leaf Roll Virus,27.0,67.5,0.2,69.0,10.8,1.5,High Risk
Potato Leaf Roll Virus,27.6,58.4,0.4,54.3,14.1,0.5,High Risk
Potato Leaf Roll Virus,31.8,68.2,0.8,58.3,14.4,2.0,High Risk
Potato Leaf Roll Virus,26.8,69.9,1.7,44.2,5.6,2.3,High Risk
Potato Leaf Roll Virus,27.6,52.1,0.7,42.6,9.0,0.3,High Risk
Potato Leaf Roll Virus,25.1,54.7,1.3,52.7,5.2,1.4,High Risk
Potato Leaf Roll Virus,24.4,69.0,1.4,43.7,8.3,0.2,High Risk
Potato Leaf Roll Virus,30.2,69.2,1.2,45.2,10.4,1.8,High Risk
Potato Leaf Roll Virus,28.6,52.0,0.7,80.6,14.1,0.8,High Risk
Potato Leaf Roll Virus,30.1,50.3,1.2,41.9,13.5,1.6,High Risk
Potato Leaf Roll Virus,25.2,53.2,0.7,72.9,6.3,1.6,High Risk
Potato Leaf Roll Virus,28.6,69.9,0.2,53.6,5.9,2.8,High Risk
Potato Leaf Roll Virus,26.0,53.6,2.0,83.6,10.9,1.6,High Risk
Potato Leaf Roll Virus,25.8,60.1,0.3,64.2,10.3,1.7,High Risk
Potato Leaf Roll Virus,24.1,67.0,0.1,55.3,7.7,1.2,High Risk
Potato Leaf Roll Virus,25.0,50.4,1.8,65.9,14.0,2.8,High Risk
Potato Leaf Roll Virus,26.5,62.1,0.6,59.1,14.3,2.3,High Risk
Potato Leaf Roll Virus,24.9,55.5,1.3,68.2,9.0,0.9,High Risk
Potato Leaf Roll Virus,31.9,67.2,0.7,45.7,13.9,2.5,High Risk
Potato Leaf Roll Virus,26.5,55.7,0.8,89.8,8.8,1.3,High Risk
Potato Leaf Roll Virus,25.0,63.7,0.5,61.3,12.4,2.5,High Risk
Potato Leaf Roll Virus,25.6,63.5,0.7,57.4,9.8,2.5,High Risk
Potato Leaf Roll Virus,28.7,54.4,0.8,75.5,6.2,0.6,High Risk
Potato Leaf Roll Virus,24.5,50.7,1.4,58.2,14.3,2.1,High Risk
Potato Leaf Roll Virus,30.9,58.2,1.0,81.7,9.5,0.9,High Risk
Potato Leaf Roll Virus,31.7,55.8,1.9,62.7,12.3,0.9,High Risk
Potato Leaf Roll Virus,26.0,66.2,0.1,76.0,8.7,0.9,High Risk
Potato Leaf Roll Virus,27.6,66.0,1.0,45.4,5.2,2.2,High Risk
